Random,Random,Random,Random,First,First,First,First,Degree,Degree,Degree,Degree,Normal,Normal,Normal,Normal,Sugar,Sugar,Sugar,Sugar,Difficulty,Difficulty
zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,zeroReductions,nonzeroReductions,polynomialAdditions,monomialAdditions,time (seconds),generators
20,17,97,172,9,9,49,85,9,6,50,89,9,6,42,72,9,6,42,72,.000258346,10
26,18,118,200,18,16,92,154,13,9,56,88,13,9,55,87,13,9,55,87,.000361103,13
12,8,80,144,11,7,64,112,9,5,57,100,9,5,55,101,9,5,55,101,.000257064,10
16,11,79,130,13,9,68,120,12,7,65,113,12,7,66,118,12,7,66,118,.00027286,12
10,5,37,61,10,5,40,63,10,5,40,63,10,5,38,62,10,5,38,62,.000242914,10
8,6,34,53,5,4,20,30,5,2,19,28,5,2,19,28,5,2,19,28,.000220515,5
12,7,44,72,12,11,39,60,11,7,39,60,11,7,41,67,11,7,41,67,.000256537,11
19,11,75,121,12,10,48,75,10,7,45,73,10,7,55,98,10,7,55,98,.000241868,10
20,15,102,173,11,9,76,135,11,8,68,119,11,8,66,111,11,8,66,111,.000390991,12
8,6,30,45,8,7,28,40,8,5,29,42,8,5,29,42,8,5,29,42,.000233117,8
17,15,78,127,14,10,66,106,14,9,66,106,14,9,62,100,14,9,62,100,.000267439,14
18,15,90,155,17,13,84,139,12,7,59,94,12,7,59,94,12,7,59,94,.00030894,12
25,14,117,200,15,11,68,108,14,10,64,101,14,10,64,103,14,10,64,103,.000286754,15
16,12,87,148,12,8,54,83,12,8,54,83,12,8,54,83,12,8,54,83,.000262503,13
11,7,39,66,8,6,34,57,8,5,34,57,8,5,35,59,8,5,35,59,.000300481,10
13,7,60,96,11,6,58,96,11,5,56,92,11,5,51,86,11,5,51,86,.00032686,10
12,10,68,122,9,6,56,100,9,6,56,100,9,6,67,121,9,6,67,121,.000313293,11
10,5,40,62,10,5,43,70,10,4,40,62,10,4,40,62,10,4,40,62,.000244145,9
21,16,89,139,11,9,55,89,9,7,44,70,9,7,38,60,9,7,38,60,.000230124,9
17,8,80,142,14,6,69,121,12,5,65,117,12,5,71,124,12,5,71,124,.0002391,10
13,10,35,42,10,11,38,55,10,6,24,28,10,6,25,29,10,6,25,29,.000228873,10
12,9,58,101,11,7,55,93,9,4,48,79,9,4,48,79,9,4,48,79,.000303053,8
11,7,54,91,10,10,58,101,9,3,61,111,9,3,61,111,9,3,61,111,.000226559,8
19,11,98,168,13,10,93,171,13,8,92,166,13,8,80,140,13,8,80,140,.000262015,13
20,14,99,168,9,7,53,89,9,5,50,82,9,5,41,64,9,5,41,64,.000220826,9
15,11,73,124,10,9,68,120,10,7,65,112,10,7,63,109,10,7,63,109,.00030223,10
18,14,62,93,11,10,55,91,11,9,55,91,11,9,51,82,11,9,51,82,.000257431,13
22,16,89,145,11,10,56,98,9,7,56,98,9,7,46,79,9,7,46,79,.000234957,10
11,11,50,80,9,7,44,71,9,5,37,56,9,5,37,56,9,5,37,56,.000227933,9
11,8,59,106,11,7,63,113,10,5,51,88,10,5,60,110,10,5,60,110,.000239849,10
19,12,92,156,12,12,65,109,11,6,60,102,11,6,69,124,11,6,69,124,.000248745,11
11,8,40,62,9,9,41,66,9,7,40,63,9,7,36,56,9,7,36,56,.000287441,10
14,8,78,133,9,7,55,99,8,4,45,82,8,4,45,82,8,4,45,82,.000263101,8
13,8,95,172,16,10,94,166,12,6,94,172,12,6,90,161,12,6,90,161,.000264043,10
9,6,36,57,8,6,37,59,7,4,42,72,7,4,32,50,7,4,32,50,.000301776,8
18,12,89,144,22,13,86,136,16,10,78,129,16,10,80,131,16,10,80,131,.000278191,15
21,18,104,179,10,8,59,104,10,5,56,94,10,5,53,86,10,5,53,86,.000233228,10
14,9,73,132,14,9,64,114,14,7,66,118,14,7,66,118,14,7,66,118,.000268772,12
10,8,45,74,8,8,44,76,8,4,42,72,8,4,42,72,8,4,42,72,.000221184,7
20,15,93,163,10,7,60,104,10,6,62,110,10,6,57,97,10,6,57,97,.000233298,11
17,15,93,166,10,8,68,126,10,7,57,94,10,7,61,112,10,7,61,112,.000243365,12
18,11,77,134,11,8,56,102,11,5,52,87,11,5,44,67,11,5,44,67,.000237023,10
14,13,65,112,10,8,50,87,10,7,49,83,10,7,49,83,10,7,49,83,.000243272,11
21,14,93,160,9,7,37,54,9,5,35,51,9,5,55,94,9,5,55,94,.000295133,9
15,9,69,118,12,10,63,111,10,7,54,95,11,7,60,106,11,7,60,106,.000270193,11
29,20,115,183,21,18,80,127,13,9,60,98,13,9,58,94,13,9,58,94,.000252022,13
10,9,74,138,12,14,88,162,9,5,78,145,9,5,72,133,9,5,72,133,.000247454,9
14,10,61,105,7,5,35,62,7,3,35,62,7,3,35,62,7,3,35,62,.000205657,6
13,9,74,127,12,10,66,111,12,8,70,116,12,8,64,106,12,8,64,106,.000330362,12
11,9,48,78,11,10,54,86,11,7,52,86,10,7,44,72,10,7,44,72,.000238394,11
16,13,76,137,11,10,57,95,11,9,60,101,11,9,62,109,11,9,62,109,.000249189,13
18,13,70,117,10,10,49,87,10,5,51,85,10,5,51,86,10,5,51,86,.000231212,9
15,9,74,123,10,6,64,111,10,5,62,107,10,5,62,107,10,5,62,107,.000234499,9
12,9,31,40,7,5,21,29,7,4,19,25,7,4,19,25,7,4,19,25,.000202508,7
15,9,76,130,13,8,57,95,10,5,50,82,10,5,50,82,10,5,50,82,.000231113,10
23,15,116,196,11,12,55,92,11,8,53,88,11,8,51,84,11,8,51,84,.000254459,12
12,8,93,171,11,7,83,156,11,5,83,152,11,5,91,164,11,5,91,164,.000298126,8
8,3,61,112,8,3,64,115,8,2,61,112,8,2,61,112,8,2,61,112,.000224317,7
11,9,38,58,11,7,38,55,9,6,33,49,9,6,31,44,9,6,31,44,.000229354,10
25,16,72,100,18,12,56,79,17,12,54,77,16,12,59,89,16,12,59,89,.000280924,17
12,10,67,113,12,10,75,133,11,6,62,102,11,6,71,127,11,6,71,127,.000247944,10
12,9,63,103,11,7,62,103,11,7,62,103,12,7,69,115,12,7,69,115,.000364692,12
13,9,63,102,11,6,53,85,11,5,52,83,11,5,59,98,11,5,59,98,.000300973,9
24,19,108,181,11,9,60,100,11,9,59,98,11,9,58,95,11,9,58,95,.000267409,12
19,14,110,197,10,8,64,109,10,6,63,107,10,6,57,93,10,6,57,93,.000238878,10
8,3,35,62,8,4,34,60,8,3,35,62,8,3,35,62,8,3,35,62,.00021489,8
10,9,56,100,10,8,51,90,10,6,46,76,10,6,49,86,10,6,49,86,.000234046,11
17,13,82,150,11,7,58,108,11,6,62,114,11,6,58,107,11,6,58,107,.000237744,11
22,16,112,184,11,6,61,104,11,6,61,104,11,6,59,97,11,6,59,97,.000307451,11
8,5,43,76,7,4,41,74,7,4,41,74,7,4,44,81,7,4,44,81,.000283524,9
16,9,73,119,12,7,60,100,12,5,58,96,12,5,56,87,12,5,56,87,.000245027,10
19,13,113,195,12,8,77,131,11,6,73,124,11,6,79,136,11,6,79,136,.00032989,11
10,7,50,85,10,6,50,84,8,4,43,71,8,4,40,64,8,4,40,64,.000228468,8
9,6,52,92,13,7,71,125,9,5,52,91,9,5,52,91,9,5,52,91,.000234893,9
19,15,82,134,10,6,51,82,10,5,51,82,10,5,51,82,10,5,51,82,.000243156,10
14,9,106,196,13,7,74,129,13,7,74,125,13,7,75,131,13,7,75,131,.000265705,12
18,14,57,83,14,13,47,68,12,8,39,61,12,8,44,71,12,8,44,71,.00025398,12
10,9,57,98,7,4,53,96,7,2,59,109,7,2,59,109,7,2,59,109,.000312708,6
22,12,59,79,13,12,47,69,13,10,48,71,13,10,49,77,13,10,49,77,.000275553,15
12,10,65,113,14,12,77,129,12,8,64,106,12,8,57,90,12,8,57,90,.000252632,11
9,7,28,38,8,6,31,46,8,6,31,46,8,6,31,46,8,6,31,46,.000223207,10
16,11,59,87,12,9,40,59,12,8,41,61,12,8,46,71,12,8,46,71,.000247723,12
10,7,69,123,9,6,69,127,9,5,66,121,9,5,65,115,9,5,65,115,.000238696,10
14,10,68,118,14,9,82,151,8,5,49,90,8,5,51,94,8,5,51,94,.00032959,8
10,4,55,90,10,4,59,98,9,4,52,86,9,4,34,51,9,4,34,51,.000218213,8
12,9,41,61,8,5,21,27,7,4,17,21,7,4,17,21,7,4,17,21,.000209746,7
20,12,74,129,13,11,59,102,12,8,53,92,12,8,57,96,12,8,57,96,.000253795,13
10,3,74,134,9,2,68,123,9,2,68,123,9,2,68,123,9,2,68,123,.000216137,7
11,10,44,70,11,9,49,77,11,8,44,69,11,8,43,68,11,8,43,68,.000241768,12
9,4,31,44,8,4,31,46,8,2,26,36,8,2,26,36,8,2,26,36,.000280315,6
29,20,104,155,14,11,37,50,13,9,36,49,13,9,35,47,13,9,35,47,.000252002,14
12,7,47,73,11,6,47,79,11,5,43,71,11,5,47,78,11,5,47,78,.000223665,10
10,7,40,67,8,3,27,37,8,2,25,34,8,2,25,34,8,2,25,34,.000198972,6
8,4,40,68,7,4,38,66,7,3,38,66,7,3,38,66,7,3,38,66,.000213991,7
12,8,69,119,9,6,63,117,9,3,61,113,9,3,61,113,9,3,61,113,.000234022,8
20,15,95,155,16,12,90,150,16,10,79,128,16,10,82,137,16,10,82,137,.000278775,15
14,11,65,111,9,7,47,77,8,6,38,62,8,6,32,47,8,6,32,47,.000220421,10
19,13,69,104,13,9,67,118,11,6,63,107,11,6,61,103,11,6,61,103,.000406082,10
9,4,27,40,11,4,32,48,7,3,21,30,7,3,21,30,7,3,21,30,.000212761,7
19,12,84,140,13,8,58,95,12,7,56,92,12,7,70,117,12,7,70,117,.000255294,12
14,10,62,99,10,6,60,106,10,5,63,112,10,5,61,108,10,5,61,108,.000242771,10
8,7,48,79,10,8,56,93,8,5,46,75,8,5,46,75,8,5,46,75,.000257117,8
20,11,50,66,13,9,38,55,12,9,34,46,12,9,30,39,12,9,30,39,.000315507,13
30,24,93,130,16,14,60,85,15,11,53,74,15,11,53,74,15,11,53,74,.000274974,16
4,1,17,27,4,1,17,27,4,1,17,27,4,1,17,27,4,1,17,27,.000235705,4
7,4,40,67,8,6,47,83,7,4,41,71,7,4,40,67,7,4,40,67,.000288759,8
8,3,23,32,9,6,28,41,8,3,23,32,8,3,23,32,8,3,23,32,.000224147,7
10,5,51,90,10,6,51,90,9,5,48,84,9,5,48,84,9,5,48,84,.000239739,9
25,21,121,211,14,12,78,134,14,9,76,131,14,9,69,114,14,9,69,114,.000268631,12
23,16,76,106,15,12,58,87,13,9,45,65,13,9,50,73,13,9,50,73,.00027085,14
10,4,50,84,12,5,55,91,10,4,50,84,10,4,47,78,10,4,47,78,.000219354,9
22,16,114,192,15,12,96,166,15,9,87,148,15,9,99,179,15,9,99,179,.000264223,14
11,6,40,57,10,5,40,59,10,5,40,59,10,5,39,58,10,5,39,58,.000306897,10
14,11,53,79,11,8,57,92,11,7,58,96,11,7,46,71,11,7,46,71,.000247888,11
13,7,63,113,11,7,57,102,9,4,50,88,9,4,50,86,9,4,50,86,.000224348,9
23,10,153,267,18,9,120,207,13,6,87,149,13,6,90,155,13,6,90,155,.000300957,11
9,6,28,38,9,6,28,38,8,4,21,26,8,4,21,26,8,4,21,26,.00020732,7
11,7,53,86,12,9,59,97,10,7,50,81,10,7,50,81,10,7,50,81,.000315572,11
9,6,54,97,9,5,45,75,9,5,45,75,9,5,54,97,9,5,54,97,.000313274,10
18,15,72,111,12,10,62,105,11,8,56,92,11,8,56,93,11,8,56,93,.000258243,11
9,3,66,122,11,7,71,128,9,3,66,122,9,3,66,122,9,3,66,122,.000256924,7
13,7,51,80,10,7,41,64,10,5,43,69,10,5,48,80,10,5,48,80,.000322265,10
20,13,103,172,12,7,72,125,11,5,69,119,11,5,60,99,11,5,60,99,.000287011,10
19,15,63,97,13,10,49,72,13,10,49,72,13,10,48,71,13,10,48,71,.00029322,15
14,12,63,100,11,13,75,128,9,6,46,74,9,6,58,99,9,6,58,99,.000437759,10
9,6,30,46,7,4,27,42,7,3,27,42,7,3,27,42,7,3,27,42,.000215525,8
12,10,61,106,18,14,83,137,10,6,52,85,10,6,56,94,10,6,56,94,.00030485,10
6,4,29,48,7,3,32,56,6,3,29,50,6,3,29,50,6,3,29,50,.000219977,7
19,13,92,159,12,8,74,131,12,8,74,131,12,8,65,114,12,8,65,114,.000263047,13
19,11,123,226,13,8,84,156,13,7,81,142,13,7,80,143,13,7,80,143,.000274715,12
13,8,62,102,13,13,71,119,12,8,60,100,12,8,66,113,12,8,66,113,.000247638,12
11,5,55,95,8,4,47,82,8,3,47,78,8,3,47,78,8,3,47,78,.000217001,8
12,5,51,79,8,6,43,69,8,3,41,66,8,3,46,78,8,3,46,78,.000213508,7
18,10,78,126,10,7,59,100,9,5,50,84,9,5,57,104,9,5,57,104,.000231055,10
19,11,69,106,12,6,46,70,12,6,46,70,12,6,49,77,12,6,49,77,.000240436,11
8,6,43,71,8,7,41,69,7,3,47,80,7,3,42,70,7,3,42,70,.000240868,7
16,11,101,184,11,10,88,165,10,5,82,154,10,5,80,150,10,5,80,150,.000297292,9
10,10,49,89,7,8,37,66,7,6,39,70,7,6,39,70,7,6,39,70,.000234044,8
7,3,49,90,7,3,49,90,7,2,49,90,7,2,49,90,7,2,49,90,.000277922,7
27,19,145,255,14,14,90,159,13,10,80,141,13,10,64,114,13,10,64,114,.000259786,13
13,11,45,64,8,6,33,51,8,5,25,35,8,5,30,44,8,5,30,44,.000214066,9
9,7,42,69,8,7,44,76,7,4,41,68,7,4,43,74,7,4,43,74,.00020691,7
6,5,29,49,6,4,29,47,6,4,29,47,6,4,27,43,6,4,27,43,.000215648,8
21,14,100,169,17,15,97,170,15,9,77,131,15,9,86,152,15,9,86,152,.000377039,14
16,9,87,157,9,6,56,102,9,4,56,102,9,4,56,102,9,4,56,102,.00022272,9
21,15,100,171,12,11,70,123,8,6,56,103,8,6,46,83,8,6,46,83,.000238511,9
10,6,51,85,10,9,52,90,10,6,51,85,10,6,56,99,10,6,56,99,.000452214,11
12,10,71,123,11,9,64,112,10,6,62,110,10,6,57,96,10,6,57,96,.000314635,11
15,8,94,170,13,7,85,156,12,6,82,151,12,6,80,147,12,6,80,147,.000257973,11
16,11,75,123,14,8,79,138,13,6,69,118,13,6,75,134,13,6,75,134,.000283672,11
6,2,31,50,6,2,31,50,6,2,31,50,6,2,31,50,6,2,31,50,.000258696,7
9,4,32,46,10,5,39,58,9,4,32,46,9,4,38,59,9,4,38,59,.000215101,9
19,13,99,175,9,8,52,94,9,5,52,94,9,5,52,94,9,5,52,94,.000237487,9
23,12,82,124,16,9,55,80,14,9,48,70,14,9,47,68,14,9,47,68,.000246842,14
18,10,58,85,11,7,36,49,9,6,28,36,9,6,24,30,9,6,24,30,.000220114,10
20,16,87,146,14,12,70,121,14,11,70,121,14,11,65,111,14,11,65,111,.000288919,16
13,12,54,84,13,13,51,78,12,7,59,98,12,7,59,98,12,7,59,98,.000237295,11
11,6,58,99,10,5,58,99,10,3,54,90,10,3,54,90,10,3,54,90,.000212125,8
28,21,153,253,16,10,103,181,16,10,102,180,17,10,104,179,17,10,104,179,.000304126,15
17,12,88,150,13,8,77,131,13,8,77,131,13,8,75,127,13,8,75,127,.000266086,13
20,17,115,206,12,8,78,145,11,7,75,139,11,7,72,133,11,7,72,133,.000253503,12
10,9,50,90,10,8,56,101,9,5,51,89,9,5,48,83,9,5,48,83,.000233541,10
16,9,82,142,12,6,75,128,12,5,74,126,12,5,66,108,12,5,66,108,.000312508,10
21,15,76,121,19,17,73,114,12,6,56,88,12,6,54,89,12,6,54,89,.000236004,10
13,12,60,105,10,7,53,91,10,6,50,86,10,6,49,81,10,6,49,81,.000236046,11
21,13,98,176,14,11,72,119,12,7,67,109,12,7,65,106,12,7,65,106,.00025728,12
12,8,59,103,9,5,66,122,9,5,66,122,9,5,67,120,9,5,67,120,.000239032,10
24,14,81,120,16,12,69,113,12,8,56,93,12,8,49,76,12,8,49,76,.000276847,12
14,9,66,109,10,7,55,95,10,7,55,95,10,7,54,95,10,7,54,95,.000292703,12
12,11,53,84,12,9,54,84,10,7,51,81,10,7,45,70,10,7,45,70,.000295412,11
15,11,92,166,12,9,77,135,11,5,72,128,11,5,74,134,11,5,74,134,.000251491,9
12,6,59,97,11,5,52,86,10,5,49,82,10,5,56,95,10,5,56,95,.000316253,10
16,12,68,109,15,12,67,110,12,7,81,145,12,7,80,144,12,7,80,144,.000263606,11
13,7,64,113,11,6,51,88,11,5,54,95,11,5,54,95,11,5,54,95,.000225423,9
10,6,71,130,11,6,84,155,9,4,62,114,9,4,65,119,9,4,65,119,.00024699,8
9,6,43,75,8,7,47,85,8,5,48,87,8,5,50,90,8,5,50,90,.000228792,9
21,12,88,141,13,7,59,94,13,7,59,94,13,7,59,94,13,7,59,94,.000320728,12
17,7,53,76,13,8,40,56,9,5,25,33,9,5,25,33,9,5,25,33,.000228098,9
9,6,47,80,9,5,36,57,9,4,33,51,9,4,33,51,9,4,33,51,.000218666,8
8,2,45,81,8,3,45,81,8,2,45,81,8,2,45,81,8,2,45,81,.000216488,7
9,6,36,59,7,4,31,49,7,3,30,46,7,3,27,42,7,3,27,42,.000267499,8
11,9,30,40,11,8,40,58,8,6,33,49,8,6,36,56,8,6,36,56,.00022631,9
8,3,38,60,8,5,40,63,8,3,38,60,8,3,38,60,8,3,38,60,.000237074,8
15,8,76,126,11,9,61,103,11,5,67,117,11,5,66,121,11,5,66,121,.000234358,10
13,7,57,97,10,4,43,66,9,3,40,62,9,3,42,68,9,3,42,68,.000207698,8
11,6,63,110,11,6,65,115,10,5,59,104,10,5,58,101,10,5,58,101,.000236224,10
12,10,50,81,10,9,43,64,10,7,45,72,10,7,42,65,10,7,42,65,.000235933,11
11,9,43,70,8,8,46,81,8,4,35,60,8,4,38,64,8,4,38,64,.000211426,8
10,5,57,104,9,6,54,97,8,3,54,99,8,3,54,99,8,3,54,99,.000214873,8
9,7,44,72,9,5,43,70,9,4,42,66,9,4,42,66,9,4,42,66,.000214707,9
17,12,70,113,12,8,53,83,12,7,57,92,12,7,62,101,12,7,62,101,.000277961,12
8,4,48,86,8,4,46,82,8,4,46,82,8,4,46,82,8,4,46,82,.000234612,9
9,7,56,104,9,5,59,110,9,3,56,104,9,3,56,104,9,3,56,104,.00021389,7
22,19,102,177,13,16,74,136,11,7,64,118,11,7,62,114,11,7,62,114,.000338591,11
9,8,42,67,8,7,44,74,8,6,38,61,8,6,40,64,8,6,40,64,.0002381,10
9,3,43,79,9,4,43,79,9,2,43,79,9,2,43,79,9,2,43,79,.000299063,7
12,10,64,116,10,11,61,111,9,3,68,127,9,3,68,127,9,3,68,127,.000236165,7
15,8,87,153,13,11,77,132,12,6,69,118,12,6,63,105,12,6,63,105,.000240264,10
10,5,47,75,10,5,48,81,10,5,48,81,10,5,47,75,10,5,47,75,.000237072,10
15,10,63,99,8,6,50,89,8,4,54,94,8,4,54,94,8,4,54,94,.000232979,7
18,12,68,113,9,6,58,106,9,4,60,111,9,4,60,111,9,4,60,111,.000222154,8
12,8,64,110,8,5,46,76,8,3,43,70,8,3,43,70,8,3,43,70,.000219476,8
9,5,38,60,9,3,35,54,9,3,35,54,9,3,35,54,9,3,35,54,.000274305,8
19,17,112,206,14,9,90,161,14,7,92,168,14,7,87,150,14,7,87,150,.000283558,12
15,9,75,133,13,9,70,123,10,5,59,103,10,5,56,94,10,5,56,94,.000260467,9
13,10,76,128,11,12,62,105,11,8,62,106,11,8,61,103,11,8,61,103,.000281135,11
11,6,55,92,11,6,49,77,11,6,49,77,11,6,57,99,11,6,57,99,.00025078,11
11,7,44,68,9,6,39,61,8,4,33,50,8,4,33,50,8,4,33,50,.000213766,8
17,9,73,117,12,7,68,116,12,7,68,116,12,7,85,152,12,7,85,152,.000327322,12
13,7,64,108,16,9,79,137,9,5,47,78,9,5,48,84,9,5,48,84,.000295538,9
15,9,51,80,11,7,45,76,11,7,45,76,11,7,42,66,11,7,42,66,.000320497,12
10,6,81,145,9,5,72,129,9,4,73,129,9,4,73,129,9,4,73,129,.000301679,8
11,5,37,55,10,6,42,65,10,5,41,63,10,5,41,63,10,5,41,63,.000229143,10
19,16,52,70,12,10,43,63,12,8,43,63,12,8,40,57,12,8,40,57,.000249335,13
20,14,70,109,13,9,48,74,13,8,51,79,13,8,48,73,13,8,48,73,.000342096,13
11,5,48,77,7,6,48,85,7,2,47,82,7,2,47,82,7,2,47,82,.000213321,7
14,10,78,134,11,7,61,103,11,5,59,99,11,5,59,99,11,5,59,99,.000242224,10
11,6,54,89,9,6,66,121,8,4,67,124,8,4,67,124,8,4,67,124,.000275181,9
19,15,75,125,13,10,70,122,13,10,70,122,13,10,71,126,13,10,71,126,.000275438,15
9,5,49,89,10,8,42,69,9,5,49,89,9,5,57,105,9,5,57,105,.000301123,9
8,5,33,49,8,5,34,53,8,5,34,53,8,5,32,48,8,5,32,48,.000284295,10
12,8,53,87,8,5,48,84,8,3,48,84,8,3,48,84,8,3,48,84,.000205839,7
9,6,44,79,14,9,64,104,8,5,36,56,8,5,39,62,8,5,39,62,.000242916,9
16,10,90,147,14,11,82,136,14,10,84,140,14,10,84,140,14,10,84,140,.00028896,15
16,11,75,131,12,6,65,110,12,6,65,110,12,6,61,106,12,6,61,106,.000243837,11
18,11,68,110,11,8,53,85,10,5,46,73,10,5,47,77,10,5,47,77,.000225196,9
11,7,47,74,10,8,45,73,10,5,47,76,10,5,47,76,10,5,47,76,.000251665,10
14,13,74,129,9,6,61,108,9,3,61,113,9,3,61,113,9,3,61,113,.000250729,7
21,10,79,128,13,7,61,104,13,6,62,102,13,6,59,93,13,6,59,93,.000268842,11
10,6,29,41,10,6,31,45,9,5,27,38,9,5,26,37,9,5,26,37,.000212116,8
27,17,110,180,14,10,64,101,14,10,64,101,14,10,63,97,14,10,63,97,.000263449,15
11,8,54,93,9,5,43,72,9,4,43,72,9,4,43,72,9,4,43,72,.000297203,7
9,4,27,36,9,5,31,46,9,4,27,36,9,4,27,36,9,4,27,36,.000209768,9
9,6,53,96,10,8,50,93,9,4,53,93,9,4,52,92,9,4,52,92,.000253374,9
9,4,47,83,7,3,41,73,7,2,41,73,7,2,41,73,7,2,41,73,.000219352,7
18,11,89,145,16,11,86,142,16,10,85,140,16,10,81,132,16,10,81,132,.000375192,14
12,10,47,70,9,7,26,35,9,5,26,35,9,5,25,33,9,5,25,33,.000220892,10
10,10,46,82,9,10,42,75,9,5,45,73,9,5,46,82,9,5,46,82,.000255365,9
23,17,124,217,16,14,89,156,16,10,90,159,16,10,95,168,16,10,95,168,.000281129,15
16,14,73,124,10,11,51,82,9,7,41,65,9,7,45,78,9,7,45,78,.000231604,10
10,8,41,64,8,5,33,53,8,4,32,51,8,4,32,51,8,4,32,51,.000231283,9
14,8,96,172,13,7,90,158,13,7,90,158,12,7,82,144,12,7,82,144,.000261657,12
25,20,129,220,17,16,119,213,12,6,75,133,12,6,69,116,12,6,69,116,.00023997,10
12,7,55,88,9,5,44,69,8,3,40,64,8,3,40,64,8,3,40,64,.000207871,8
11,9,45,77,12,8,47,74,11,7,39,60,11,7,43,67,11,7,43,67,.00030625,11
16,11,76,125,13,7,69,111,12,6,61,97,12,6,57,89,12,6,57,89,.000245615,11
16,10,90,155,13,9,71,119,11,6,49,78,11,6,48,77,11,6,48,77,.000227968,10
12,7,46,68,10,6,37,55,10,6,38,56,10,6,41,64,10,6,41,64,.000246051,11
11,8,67,118,12,11,85,156,9,7,64,117,9,7,68,120,9,7,68,120,.00028309,11
7,2,41,74,7,1,41,74,7,1,41,74,7,1,41,74,7,1,41,74,.000208504,6
17,13,69,116,12,10,50,79,11,8,54,89,11,8,51,82,11,8,51,82,.000245233,11
12,8,39,57,10,7,36,54,10,7,36,54,10,7,42,64,10,7,42,64,.000307009,11
9,8,47,79,7,8,40,70,7,4,38,67,7,4,38,63,7,4,38,63,.000218896,7
9,5,45,77,11,8,54,95,9,5,47,83,9,5,45,77,9,5,45,77,.00022397,9
13,11,56,90,10,7,50,88,10,6,50,88,10,6,47,75,10,6,47,75,.000231488,10
11,8,54,95,9,8,51,92,9,5,53,96,9,5,43,77,9,5,43,77,.000245496,9
23,15,94,153,16,10,73,123,12,7,61,102,12,7,46,69,12,7,46,69,.00027389,12
14,12,74,125,11,7,70,121,11,7,70,121,11,7,53,82,11,7,53,82,.000235249,12
14,7,71,122,11,7,59,99,11,6,58,98,11,6,62,107,11,6,62,107,.000238372,11
12,6,54,85,9,5,43,72,9,4,43,72,9,4,43,72,9,4,43,72,.000309839,8
20,16,80,125,11,8,55,93,11,8,55,93,11,8,55,93,11,8,55,93,.000284011,13
16,6,54,79,14,7,61,96,13,6,60,95,13,6,55,85,13,6,55,85,.000242371,11
11,9,58,95,12,10,65,114,11,7,58,97,11,7,50,80,11,7,50,80,.000323721,11
14,8,62,104,10,5,38,57,10,4,42,66,10,4,42,66,10,4,42,66,.000387802,9
9,4,39,63,7,3,35,57,7,3,35,57,7,3,30,46,7,3,30,46,.000250638,8
19,10,69,108,9,8,46,80,9,5,46,79,9,5,46,75,9,5,46,75,.000231904,9
15,10,119,217,12,6,110,198,12,6,110,198,12,6,115,208,12,6,115,208,.000248471,11
13,10,53,85,7,3,22,30,7,3,22,30,7,3,22,30,7,3,22,30,.000202849,7
11,7,65,114,11,11,59,100,11,7,64,109,11,7,62,108,11,7,62,108,.000262702,11
12,9,48,75,11,10,50,80,11,8,47,74,11,8,47,74,11,8,47,74,.000234502,11
19,13,70,106,13,10,60,97,12,8,52,82,12,8,63,105,12,8,63,105,.000266331,13
20,14,88,140,10,8,60,100,10,7,62,109,10,7,58,97,10,7,58,97,.000248611,12
12,6,62,105,12,7,69,121,11,6,63,110,11,6,53,87,11,6,53,87,.000333855,11
13,10,72,124,9,7,57,99,9,7,57,99,9,7,54,93,9,7,54,93,.000246448,11
16,13,62,101,15,12,51,78,12,7,60,99,12,7,64,108,12,7,64,108,.000244553,11
9,4,59,107,8,4,54,99,8,2,54,99,8,2,54,99,8,2,54,99,.000232754,7
5,2,15,21,5,2,15,21,5,2,15,21,5,2,15,21,5,2,15,21,.000180233,5
20,13,96,169,11,10,64,113,11,7,65,116,11,7,65,110,11,7,65,110,.00025378,10
18,14,69,117,16,13,63,103,15,12,61,101,15,12,59,101,15,12,59,101,.00028188,16
11,6,54,88,10,8,52,87,10,6,51,85,10,6,48,77,10,6,48,77,.000313593,10
19,12,78,128,10,7,54,93,10,4,51,88,10,4,50,87,10,4,50,87,.000234331,9
22,17,112,199,14,13,87,156,13,7,81,144,13,7,81,144,13,7,81,144,.000358327,11
11,7,49,81,10,10,41,65,8,3,37,59,8,3,41,67,8,3,41,67,.000287491,7
14,9,63,100,9,8,33,48,9,5,31,44,9,5,31,44,9,5,31,44,.000310528,10
8,4,35,59,8,5,34,56,8,4,34,56,8,4,34,56,8,4,34,56,.000219007,9
10,9,48,84,10,7,49,85,8,5,36,59,8,5,38,62,8,5,38,62,.000222697,8
13,10,55,84,10,10,56,95,9,5,46,74,9,5,46,74,9,5,46,74,.000217211,8
15,10,73,127,12,12,77,140,12,7,76,138,12,7,75,136,12,7,75,136,.000257124,12
16,12,63,101,12,8,59,93,12,8,59,93,12,8,57,95,12,8,57,95,.00025029,13
9,6,39,69,8,4,42,75,8,4,42,75,8,4,37,65,8,4,37,65,.000226454,9
11,6,68,118,17,9,95,169,11,5,71,123,11,5,73,130,11,5,73,130,.000239416,9
17,12,82,137,16,13,84,141,13,8,84,149,13,8,80,142,13,8,80,142,.000250409,13
